Dataset,Region,Type,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
113,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,243933,,,,,,,,
113,Buffalo City Municipality,City,,,,,,,,,,,,,,,,137634,,,,,,,,
113,Mangaung Municipality,City,,,,,,,,,,,,,,,,149832,,,,,,,,
113,Msunduzi Municipality,City,,,,,,,,,,,,,,,,140373,,,,,,,,
114,City of Johannesburg,City,,,,,,,,,,,,,,,,573066,,,,,,,,
114,City of Tshwane,City,,,,,,,,,,,,,,,,444633,,,,,,,,
114,City of Cape Town,City,,,,,,,,,,,,,,,,389706,,,,,,,,
114,EThekwini Municipality,City,,,,,,,,,,,,,,,,266604,,,,,,,,
114,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,289083,,,,,,,,
114,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,84012,,,,,,,,
114,Buffalo City Municipality,City,,,,,,,,,,,,,,,,62724,,,,,,,,
114,Mangaung Municipality,City,,,,,,,,,,,,,,,,62655,,,,,,,,
114,Msunduzi Municipality,City,,,,,,,,,,,,,,,,48633,,,,,,,,
115,City of Johannesburg,City,,,,,,,,,,,,,,,,20292,,,,,,,,
115,City of Tshwane,City,,,,,,,,,,,,,,,,11799,,,,,,,,
115,City of Cape Town,City,,,,,,,,,,,,,,,,13905,,,,,,,,
115,EThekwini Municipality,City,,,,,,,,,,,,,,,,9051,,,,,,,,
115,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,9924,,,,,,,,
115,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,3153,,,,,,,,
115,Buffalo City Municipality,City,,,,,,,,,,,,,,,,1503,,,,,,,,
115,Mangaung Municipality,City,,,,,,,,,,,,,,,,1842,,,,,,,,
115,Msunduzi Municipality,City,,,,,,,,,,,,,,,,1251,,,,,,,,
116,City of Johannesburg,City,,,,,,,,,,,,,,,,3925437,,,,,,,,
116,City of Tshwane,City,,,,,,,,,,,,,,,,3012969,,,,,,,,
116,City of Cape Town,City,,,,,,,,,,,,,,,,3930234,,,,,,,,
116,EThekwini Municipality,City,,,,,,,,,,,,,,,,3713421,,,,,,,,
116,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,3342474,,,,,,,,
116,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,1240686,,,,,,,,
116,Buffalo City Municipality,City,,,,,,,,,,,,,,,,812040,,,,,,,,
116,Mangaung Municipality,City,,,,,,,,,,,,,,,,814350,,,,,,,,
116,Msunduzi Municipality,City,,,,,,,,,,,,,,,,671940,,,,,,,,
117,City of Johannesburg,City,,,,,,,,,,,,,,40,546,,5,1,,,,,,
117,City of Tshwane,City,,,,,,,,,,,,,,66,69,,1,16,,,,,,
117,City of Cape Town,City,,,,,,,,,,,,,,75,24,,,,,,,,,
117,EThekwini Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
117,Ekurhuleni Municipality,City,,,,,,,,,,,,,,89,81,,34,98,,,,,,
117,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,3,,,,,,,,,,
117,Buffalo City Municipality,City,,,,,,,,,,,,,,,,,3,3,,,,,,
117,Mangaung Municipality,City,,,,,,,,,,,,,,20,18,,3,,,,,,,
117,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
118,City of Johannesburg,City,,,,,,,,,,,,,,,,,83,211,,,,,,
118,City of Tshwane,City,,,,,,,,,,,,,,,,,0,0,,,,,,
118,City of Cape Town,City,,,,,,,,,,,,,,,,,182,215,,,,,,
118,EThekwini Municipality,City,,,,,,,,,,,,,,,,,0,284,,,,,,
118,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,,214,232,,,,,,
118,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,,0,0,,,,,,
118,Buffalo City Municipality,City,,,,,,,,,,,,,,,,,77,73,,,,,,
118,Mangaung Municipality,City,,,,,,,,,,,,,,,,,157,264,,,,,,
118,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
119,City of Johannesburg,City,,,,,,,,,,,,,,,,,246,147,,,,,,
119,City of Tshwane,City,,,,,,,,,,,,,,,,,116,2057,,,,,,
119,City of Cape Town,City,,,,,,,,,,,,,,,,,407,471,,,,,,
119,EThekwini Municipality,City,,,,,,,,,,,,,,,,,0,1127,,,,,,
119,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,,296,398,,,,,,
119,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,,159,0,,,,,,
119,Buffalo City Municipality,City,,,,,,,,,,,,,,,,,95,104,,,,,,
119,Mangaung Municipality,City,,,,,,,,,,,,,,,,,364,423,,,,,,
119,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
120,City of Johannesburg,City,,,,,,,,,,,,,,,,,1647,1932,,,,,,
120,City of Tshwane,City,,,,,,,,,,,,,,,,,121,25,,,,,,
120,City of Cape Town,City,,,,,,,,,,,,,,,,,255,241,,,,,,
120,EThekwini Municipality,City,,,,,,,,,,,,,,,,,0,419,,,,,,
120,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,,183,194,,,,,,
120,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,,146,0,,,,,,
120,Buffalo City Municipality,City,,,,,,,,,,,,,,,,,54,53,,,,,,
120,Mangaung Municipality,City,,,,,,,,,,,,,,,,,202,199,,,,,,
120,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
121,City of Johannesburg,City,,,,,,,,,,,,,,,,,159,25,,,,,,
121,City of Tshwane,City,,,,,,,,,,,,,,,,,17,27,,,,,,
121,City of Cape Town,City,,,,,,,,,,,,,,,,,29,57,,,,,,
121,EThekwini Municipality,City,,,,,,,,,,,,,,,,,0,4,,,,,,
121,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,,20,20,,,,,,
121,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,,0,0,,,,,,
121,Buffalo City Municipality,City,,,,,,,,,,,,,,,,,0,0,,,,,,
121,Mangaung Municipality,City,,,,,,,,,,,,,,,,,47,45,,,,,,
121,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
122,City of Johannesburg,City,,,,,,,,,,,,,,,,,42,4,,,,,,
122,City of Tshwane,City,,,,,,,,,,,,,,,,,41,145,,,,,,
122,City of Cape Town,City,,,,,,,,,,,,,,,,,77,102,,,,,,
122,EThekwini Municipality,City,,,,,,,,,,,,,,,,,0,250,,,,,,
122,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,,86,83,,,,,,
122,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,,194,0,,,,,,
122,Buffalo City Municipality,City,,,,,,,,,,,,,,,,,8,3,,,,,,
122,Mangaung Municipality,City,,,,,,,,,,,,,,,,,31,30,,,,,,
122,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
123,City of Johannesburg,City,,,,,,,,,,,,,,,,,82,1,,,,,,
123,City of Tshwane,City,,,,,,,,,,,,,,,,,94,2607,,,,,,
123,City of Cape Town,City,,,,,,,,,,,,,,,,,208,363,,,,,,
123,EThekwini Municipality,City,,,,,,,,,,,,,,,,,0,303,,,,,,
123,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,,428,359,,,,,,
123,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,,119,0,,,,,,
123,Buffalo City Municipality,City,,,,,,,,,,,,,,,,,37,28,,,,,,
123,Mangaung Municipality,City,,,,,,,,,,,,,,,,,236,254,,,,,,
123,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
124,City of Johannesburg,City,,,,,,,,,,,,,,,,,141,648,,,,,,
124,City of Tshwane,City,,,,,,,,,,,,,,,,,89,0,,,,,,
124,City of Cape Town,City,,,,,,,,,,,,,,,,,259,212,,,,,,
124,EThekwini Municipality,City,,,,,,,,,,,,,,,,,0,77,,,,,,
124,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,,206,253,,,,,,
124,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,,0,0,,,,,,
124,Buffalo City Municipality,City,,,,,,,,,,,,,,,,,8,8,,,,,,
124,Mangaung Municipality,City,,,,,,,,,,,,,,,,,158,185,,,,,,
124,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
125,City of Johannesburg,City,,,,,,,,,,,,,,,,,276,276,,,,,,
125,City of Tshwane,City,,,,,,,,,,,,,,,,,22,6,,,,,,
125,City of Cape Town,City,,,,,,,,,,,,,,,,,73,95,,,,,,
125,EThekwini Municipality,City,,,,,,,,,,,,,,,,,0,0,,,,,,
125,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,,121,127,,,,,,
125,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,,119,0,,,,,,
125,Buffalo City Municipality,City,,,,,,,,,,,,,,,,,22,35,,,,,,
125,Mangaung Municipality,City,,,,,,,,,,,,,,,,,3,3,,,,,,
125,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
126,City of Johannesburg,City,,,,,,,,,,,,,,,,,2672,2965,,,,,,
126,City of Tshwane,City,,,,,,,,,,,,,,,,,159,73,,,,,,
126,City of Cape Town,City,,,,,,,,,,,,,,,,,244,281,,,,,,
126,EThekwini Municipality,City,,,,,,,,,,,,,,,,,0,153,,,,,,
126,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,,167,175,,,,,,
126,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,,0,0,,,,,,
126,Buffalo City Municipality,City,,,,,,,,,,,,,,,,,45,71,,,,,,
126,Mangaung Municipality,City,,,,,,,,,,,,,,,,,58,219,,,,,,
126,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
127,City of Johannesburg,City,,,,,,,,,,,,,,,,,0,38,,,,,,
127,City of Tshwane,City,,,,,,,,,,,,,,,,,34,0,,,,,,
127,City of Cape Town,City,,,,,,,,,,,,,,,,,61,49,,,,,,
127,EThekwini Municipality,City,,,,,,,,,,,,,,,,,0,264,,,,,,
127,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,,0,0,,,,,,
127,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,,0,0,,,,,,
127,Buffalo City Municipality,City,,,,,,,,,,,,,,,,,32,36,,,,,,
127,Mangaung Municipality,City,,,,,,,,,,,,,,,,,211,279,,,,,,
127,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
128,City of Johannesburg,City,,,,,,,,,,,,,,,,,205,109,,,,,,
128,City of Tshwane,City,,,,,,,,,,,,,,,,,0,44,,,,,,
128,City of Cape Town,City,,,,,,,,,,,,,,,,,317,384,,,,,,
128,EThekwini Municipality,City,,,,,,,,,,,,,,,,,0,490,,,,,,
128,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,,166,166,,,,,,
128,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,,0,0,,,,,,
128,Buffalo City Municipality,City,,,,,,,,,,,,,,,,,51,44,,,,,,
128,Mangaung Municipality,City,,,,,,,,,,,,,,,,,0,0,,,,,,
128,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
129,City of Johannesburg,City,,,,,,,,,,,,,,,,,160,98,,,,,,
129,City of Tshwane,City,,,,,,,,,,,,,,,,,442,69,,,,,,
129,City of Cape Town,City,,,,,,,,,,,,,,,,,62,39,,,,,,
129,EThekwini Municipality,City,,,,,,,,,,,,,,,,,0,209,,,,,,
129,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,,305,132,,,,,,
129,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,,362,0,,,,,,
129,Buffalo City Municipality,City,,,,,,,,,,,,,,,,,97,122,,,,,,
129,Mangaung Municipality,City,,,,,,,,,,,,,,,,,129,146,,,,,,
129,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
130,City of Johannesburg,City,,,,,,,,,,,,,,,,,5713,6454,,,,,,
130,City of Tshwane,City,,,,,,,,,,,,,,,,,1135,5053,,,,,,
130,City of Cape Town,City,,,,,,,,,,,,,,,,,2174,2509,,,,,,
130,EThekwini Municipality,City,,,,,,,,,,,,,,,,,0,3580,,,,,,
130,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,,2192,2139,,,,,,
130,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,,1099,0,,,,,,
130,Buffalo City Municipality,City,,,,,,,,,,,,,,,,,526,577,,,,,,
130,Mangaung Municipality,City,,,,,,,,,,,,,,,,,1596,2047,,,,,,
130,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
131,City of Johannesburg,City,,,,,,,,,,,,,,,,1107068,,,,,,,,
131,City of Tshwane,City,,,,,,,,,,,,,,,,736009,,,,,,,,
131,City of Cape Town,City,,,,,,,,,,,,,,,,1134144,,,,,,,,
131,EThekwini Municipality,City,,,,,,,,,,,,,,,,990263,,,,,,,,
131,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,,804170,,,,,,,,
131,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,,369366,,,,,,,,
131,Buffalo City Municipality,City,,,,,,,,,,,,,,,,218108,,,,,,,,
131,Mangaung Municipality,City,,,,,,,,,,,,,,,,204967,,,,,,,,
131,Msunduzi Municipality,City,,,,,,,,,,,,,,,,,,,,,,,,
132,Western Cape,Province,,,,,,,,,,,,,,,,,,,2912577,,,,,
132,Eastern Cape,Province,,,,,,,,,,,,,,,,,,,3202037,,,,,
132,Northern Cape,Province,,,,,,,,,,,,,,,,,,,591965,,,,,
132,Free State,Province,,,,,,,,,,,,,,,,,,,1430477,,,,,
132,KwaZulu-Natal,Province,,,,,,,,,,,,,,,,,,,5084138,,,,,
132,North West,Province,,,,,,,,,,,,,,,,,,,1655930,,,,,
132,Gauteng,Province,,,,,,,,,,,,,,,,,,,5995369,,,,,
132,Mpumalanga,Province,,,,,,,,,,,,,,,,,,,1841941,,,,,
132,Limpopo,Province,,,,,,,,,,,,,,,,,,,2423990,,,,,
133,City of Johannesburg,City,,,,,,,,,,,,,,,864750.64,895534.5,926287.58,946452.25,,,,,,
133,City of Tshwane,City,,,,,,,,,,,,,,,539828.6,567560.87,606958.16,619654.37,,,,,,
133,City of Cape Town,City,,,,,,,,,,,,,,,807602.93,823633.44,842970.47,862158.71,,,,,,
133,EThekwini Municipality,City,,,,,,,,,,,,,,,553503.45,559003.76,568309.71,563250.28,,,,,,
133,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,549065.34,565809.71,560032.17,592339.12,,,,,,
133,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,241092.69,249145.9,248636.87,250312.48,,,,,,
133,Buffalo City Municipality,City,,,,,,,,,,,,,,,111610.9,114594.79,117436.95,119129.85,,,,,,
133,Mangaung Municipality,City,,,,,,,,,,,,,,,105810.34,108843.85,112345.72,115099.06,,,,,,
133,Msunduzi Municipality,City,,,,,,,,,,,,,,,75591.75,76032.03,75558.76,76384.12,,,,,,
134,City of Johannesburg,City,,,,,,,,,,,,,,,370818.94,371961.29,381104.35,384412.56,,,,,,
134,City of Tshwane,City,,,,,,,,,,,,,,,217754.03,218242.72,225897.21,223094.65,,,,,,
134,City of Cape Town,City,,,,,,,,,,,,,,,127990.29,124620.22,125970.68,127727.01,,,,,,
134,EThekwini Municipality,City,,,,,,,,,,,,,,,198895.15,200870.61,206514.8,202012.33,,,,,,
134,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,293478.62,294153.57,289525.34,303567.23,,,,,,
134,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,59872,56254.97,52343.61,50054.99,,,,,,
134,Buffalo City Municipality,City,,,,,,,,,,,,,,,40838.36,38640.83,37127.94,35658.04,,,,,,
134,Mangaung Municipality,City,,,,,,,,,,,,,,,96561.82,98074.45,101478.37,106106.25,,,,,,
134,Msunduzi Municipality,City,,,,,,,,,,,,,,,62214.71,64425.07,65880.78,69182.81,,,,,,
135,City of Johannesburg,City,,,,,,,,,,,,,,,68465.59,72129.67,77482.42,79085.5,,,,,,
135,City of Tshwane,City,,,,,,,,,,,,,,,39920.83,39051.63,39425.36,36728.28,,,,,,
135,City of Cape Town,City,,,,,,,,,,,,,,,69113.18,73757.58,75988.73,77367.6,,,,,,
135,EThekwini Municipality,City,,,,,,,,,,,,,,,91473.24,90438.81,95689.44,96782.59,,,,,,
135,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,68368.06,72453.77,74633.04,78724.63,,,,,,
135,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,25066.99,26153.37,27879.22,29805.87,,,,,,
135,Buffalo City Municipality,City,,,,,,,,,,,,,,,48241.72,50891.86,54904.33,58407.42,,,,,,
135,Mangaung Municipality,City,,,,,,,,,,,,,,,15170.36,15556.34,16073.27,16565.83,,,,,,
135,Msunduzi Municipality,City,,,,,,,,,,,,,,,7433.67,6972.36,7672.47,8836.22,,,,,,
136,City of Johannesburg,City,,,,,,,,,,,,,,,27523.83,24523.84,23275.96,20874.68,,,,,,
136,City of Tshwane,City,,,,,,,,,,,,,,,24247.83,18434.36,13494.99,9074.18,,,,,,
136,City of Cape Town,City,,,,,,,,,,,,,,,28838.98,25982.01,24439.55,23192.46,,,,,,
136,EThekwini Municipality,City,,,,,,,,,,,,,,,69383.91,63510,60272.05,52982.58,,,,,,
136,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,39649.13,37866.76,36959.92,36943.91,,,,,,
136,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,15420.23,13014.8,10377.39,8191.65,,,,,,
136,Buffalo City Municipality,City,,,,,,,,,,,,,,,26031.46,23478.27,20223.74,17119.67,,,,,,
136,Mangaung Municipality,City,,,,,,,,,,,,,,,7577.24,6157.01,5011.04,3963.8,,,,,,
136,Msunduzi Municipality,City,,,,,,,,,,,,,,,9016.44,8069.78,7382.89,6936.54,,,,,,
137,City of Johannesburg,City,,,,,,,,,,,,,,,30237.95,33667.53,36451.86,40424.38,,,,,,
137,City of Tshwane,City,,,,,,,,,,,,,,,44936.14,50191.2,55472.01,61032.25,,,,,,
137,City of Cape Town,City,,,,,,,,,,,,,,,8556.81,9772.96,10703.74,11643.17,,,,,,
137,EThekwini Municipality,City,,,,,,,,,,,,,,,50546.17,53984.11,58063.21,59378.1,,,,,,
137,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,19223.98,21719.62,22898.42,26692.11,,,,,,
137,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,6240.02,6569.73,6771.99,7332.45,,,,,,
137,Buffalo City Municipality,City,,,,,,,,,,,,,,,11670.97,11992.2,12242.75,13017.33,,,,,,
137,Mangaung Municipality,City,,,,,,,,,,,,,,,6935.45,7704.9,8219.52,8879.78,,,,,,
137,Msunduzi Municipality,City,,,,,,,,,,,,,,,9695.87,10173.56,9977.73,10151.17,,,,,,
138,City of Johannesburg,City,,,,,,,,,,,,,,,1255590.78,1293917.4,1338178.14,1360266.62,,,,,,
138,City of Tshwane,City,,,,,,,,,,,,,,,700192.97,730959.59,774704.04,780361.4,,,,,,
138,City of Cape Town,City,,,,,,,,,,,,,,,989987.32,1012744.19,1038588.76,1058178.6,,,,,,
138,EThekwini Municipality,City,,,,,,,,,,,,,,,709581.23,726168.94,748975.11,748996.03,,,,,,
138,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,865387.76,893112.34,891429.98,944292.35,,,,,,
138,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,310855.4,318564.91,315725.56,317256.61,,,,,,
138,Buffalo City Municipality,City,,,,,,,,,,,,,,,156644.52,93383.06,162638.99,166593.8225,,,,,,
138,Mangaung Municipality,City,,,,,,,,,,,,,,,150024.73,156525.66,163821.15,170182.45,,,,,,
138,Msunduzi Municipality,City,,,,,,,,,,,,,,,93093.79,160044.16,93294.79,97358.45,,,,,,
139,City of Johannesburg,City,,,,,,,,,,,,,,,41649.32,44762.91,48645.24,52607.36,,,,,,
139,City of Tshwane,City,,,,,,,,,,,,,,,20368.84,20055.75,20065.18,20143.3,,,,,,
139,City of Cape Town,City,,,,,,,,,,,,,,,1745.09,1917.44,1645.28,2065.49,,,,,,
139,EThekwini Municipality,City,,,,,,,,,,,,,,,94753.94,90342.88,89049.24,76741.85,,,,,,
139,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,8447.08,7379.97,6995.05,7085.49,,,,,,
139,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,2822.97,2809.97,2629.78,2370.28,,,,,,
139,Buffalo City Municipality,City,,,,,,,,,,,,,,,20819.32,40339.88,23887.65,23847.62892,,,,,,
139,Mangaung Municipality,City,,,,,,,,,,,,,,,39983.38,40700.23,42786.41,44360.51,,,,,,
139,Msunduzi Municipality,City,,,,,,,,,,,,,,,36936.96,22783.74,42822.71,43357.11,,,,,,
140,City of Johannesburg,City,,,,,,,,,,,,,,,35021.16,33968.35,35711.23,36595.11,,,,,,
140,City of Tshwane,City,,,,,,,,,,,,,,,125501.76,125209.2,131186.35,131240.28,,,,,,
140,City of Cape Town,City,,,,,,,,,,,,,,,810.25,693.63,750.83,938.87,,,,,,
140,EThekwini Municipality,City,,,,,,,,,,,,,,,125406.8,118827.52,119115.89,115746.66,,,,,,
140,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,67653.15,67944.5,66872.11,68306.34,,,,,,
140,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,7605.89,6486.89,6385.95,6057.32,,,,,,
140,Buffalo City Municipality,City,,,,,,,,,,,,,,,33812.96,28129.22,32267.36,31225.68713,,,,,,
140,Mangaung Municipality,City,,,,,,,,,,,,,,,23378.12,23922.55,24827.83,25963.82,,,,,,
140,Msunduzi Municipality,City,,,,,,,,,,,,,,,30011.08,32082.42,26992.49,27526.95,,,,,,
141,City of Johannesburg,City,,,,,,,,,,,,,,,10847.45,11303.96,12150.42,13262.7,,,,,,
141,City of Tshwane,City,,,,,,,,,,,,,,,3087.93,3361.91,3543.19,3843.29,,,,,,
141,City of Cape Town,City,,,,,,,,,,,,,,,18723.64,18332.11,19213.73,21130.47,,,,,,
141,EThekwini Municipality,City,,,,,,,,,,,,,,,8366.8,9383.62,9632.19,12085.66,,,,,,
141,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,7256.61,8652.03,9540.76,11410.95,,,,,,
141,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,15312.93,12775.24,11221.28,10319.24,,,,,,
141,Buffalo City Municipality,City,,,,,,,,,,,,,,,1698.25,539.04,1571.2,1958.792424,,,,,,
141,Mangaung Municipality,City,,,,,,,,,,,,,,,10338.86,7877.24,4980.74,3319.96,,,,,,
141,Msunduzi Municipality,City,,,,,,,,,,,,,,,489.48,1464.49,534.75,688.09,,,,,,
142,City of Johannesburg,City,,,,,,,,,,,,,,,18688.28,13864.25,9917.16,8517.63,,,,,,
142,City of Tshwane,City,,,,,,,,,,,,,,,17535.95,13894.34,11749.01,13995.47,,,,,,
142,City of Cape Town,City,,,,,,,,,,,,,,,30835.91,24078.88,19874.61,19775.56,,,,,,
142,EThekwini Municipality,City,,,,,,,,,,,,,,,25692.31,23083.5,22076.79,20835.71,,,,,,
142,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,21040.55,14914.61,9211.01,7171.88,,,,,,
142,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,10995,10389.62,10051.67,9709.27,,,,,,
142,Buffalo City Municipality,City,,,,,,,,,,,,,,,25386.53,3281.49,21572.61,19711.98387,,,,,,
142,Mangaung Municipality,City,,,,,,,,,,,,,,,8330.13,7310.87,6711.8,6787.99,,,,,,
142,Msunduzi Municipality,City,,,,,,,,,,,,,,,3421.03,23187.04,2827.9,2560.26,,,,,,
143,City of Johannesburg,City,,,,,,,,,,,,,,,32508.35,37190.25,37217.15,38737.11,,,,,,
143,City of Tshwane,City,,,,,,,,,,,,,,,34660.74,39564.29,40210.94,41390.15,,,,,,
143,City of Cape Town,City,,,,,,,,,,,,,,,40285.6,43386.31,47897.6,55758.3,,,,,,
143,EThekwini Municipality,City,,,,,,,,,,,,,,,20293.13,19756.79,19876.83,19399.4,,,,,,
143,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,43204.36,49268.83,50532.51,58895.34,,,,,,
143,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,10302.62,9860.65,10230.26,11252.25,,,,,,
143,Buffalo City Municipality,City,,,,,,,,,,,,,,,18732.56,17976.37,19169.78,21223.82,,,,,,
143,Mangaung Municipality,City,,,,,,,,,,,,,,,13027.27,11411.48,9466.11,7851.3,,,,,,
143,Msunduzi Municipality,City,,,,,,,,,,,,,,,8356.68,8393.45,9157.56,10633.52,,,,,,
144,City of Johannesburg,City,,,,,,,,,,,,,,,1187975.65,1218575.29,1256656.65,1272347.84,,,,,,
144,City of Tshwane,City,,,,,,,,,,,,,,,705279.47,731963.99,770874.82,772951.74,,,,,,
144,City of Cape Town,City,,,,,,,,,,,,,,,945084.56,958233.91,979991.56,999196.55,,,,,,
144,EThekwini Municipality,City,,,,,,,,,,,,,,,836870.57,848197.77,873771.01,867330.71,,,,,,
144,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,733866.32,748263.98,734890.47,763334.65,,,,,,
144,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,298438.48,306030.15,303832.18,305351.59,,,,,,
144,Buffalo City Municipality,City,,,,,,,,,,,,,,,166260.37,172418.44,176448.61,179140.23,,,,,,
144,Mangaung Municipality,City,,,,,,,,,,,,,,,201287.8,207917.35,217367.26,226125.74,,,,,,
144,Msunduzi Municipality,City,,,,,,,,,,,,,,,141749.04,143963.23,143844.65,146610.14,,,,,,
145,City of Johannesburg,City,,,,,,,,,,,,,,,141312.95,142051.29,150728.36,160164.43,,,,,,
145,City of Tshwane,City,,,,,,,,,,,,,,,126747.21,121952.49,130161.97,135241.84,,,,,,
145,City of Cape Town,City,,,,,,,,,,,,,,,56732.02,56145.99,52184.01,47134.11,,,,,,
145,EThekwini Municipality,City,,,,,,,,,,,,,,,106637.52,99852.07,95201.36,87675.77,,,,,,
145,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,192714.44,194470.61,198625.91,216036.99,,,,,,
145,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,38941.31,35235.15,31952.14,29100.57,,,,,,
145,Buffalo City Municipality,City,,,,,,,,,,,,,,,53396.6,49198.08,46319.54,42971.06,,,,,,
145,Mangaung Municipality,City,,,,,,,,,,,,,,,17740.15,17007.71,16294.55,16637.69,,,,,,
145,Msunduzi Municipality,City,,,,,,,,,,,,,,,13846.61,13316.02,13470.42,14247.2,,,,,,
146,City of Johannesburg,City,,,,,,,,,,,,,,,1285817.5,1326106.8,1375248.1,1403286.6,,,,,,
146,City of Tshwane,City,,,,,,,,,,,,,,,699453.8,724373.6,768840,780493.1,,,,,,
146,City of Cape Town,City,,,,,,,,,,,,,,,976832.2,987780.4,1006557.2,1024437.7,,,,,,
146,EThekwini Municipality,City,,,,,,,,,,,,,,,833710.7,838363.6,854073,842903.6,,,,,,
146,Ekurhuleni Municipality,City,,,,,,,,,,,,,,,856921.3,875500.9,870687.1,920007.1,,,,,,
146,Nelson Mandela Bay Municipality,City,,,,,,,,,,,,,,,249484.2,253219.5,251582,253555,,,,,,
146,Buffalo City Municipality,City,,,,,,,,,,,,,,,157675,159669.5,163525,165838.3,,,,,,
